"rn","cond","pict1","pict2","channel","mean","var"
"347",6,"crop_200.fit","crop_203.fit","Green B",192.3681640625,78.5978872647849
"348",6,"crop_200.fit","crop_203.fit","Blue",153.8642578125,75.3237338098729
"349",6,"crop_201.fit","crop_202.fit","Red",84.78173828125,42.102417350165
"350",6,"crop_201.fit","crop_202.fit","Green R",189.2900390625,71.0476234115347
"351",6,"crop_201.fit","crop_202.fit","Green B",190.07373046875,80.9080709119929
"352",6,"crop_201.fit","crop_202.fit","Blue",152.142578125,65.8038531738759
"353",6,"crop_201.fit","crop_203.fit","Red",84.90185546875,39.5107636661474
"354",6,"crop_201.fit","crop_203.fit","Green R",189.833984375,73.1012933009531
"355",6,"crop_201.fit","crop_203.fit","Green B",190.646484375,71.7848240469208
"356",6,"crop_201.fit","crop_203.fit","Blue",152.73046875,71.7559701093597
"357",6,"crop_202.fit","crop_203.fit","Red",86.3037109375,38.8841164925464
"358",6,"crop_202.fit","crop_203.fit","Green R",192.134765625,72.6334749969453
"359",6,"crop_202.fit","crop_203.fit","Green B",193.44091796875,79.9634991866752
"360",6,"crop_202.fit","crop_203.fit","Blue",154.6142578125,72.8652782869013
"361",7,"crop_43.fit","crop_44.fit","Red",1479.5546875,653.489505055596
"362",7,"crop_43.fit","crop_44.fit","Green R",3321.11474609375,1337.98248440173
"363",7,"crop_43.fit","crop_44.fit","Green B",3332.74755859375,1432.94456742959
"364",7,"crop_43.fit","crop_44.fit","Blue",2657.88623046875,1178.9720295508
"365",7,"crop_43.fit","crop_45.fit","Red",1477.515625,680.224750656769
"366",7,"crop_43.fit","crop_45.fit","Green R",3315.13525390625,1343.52613665002
"367",7,"crop_43.fit","crop_45.fit","Green B",3328.18212890625,1315.19068790857
"368",7,"crop_43.fit","crop_45.fit","Blue",2653.7255859375,1189.90040780792
"369",7,"crop_43.fit","crop_46.fit","Red",1486.63232421875,654.366896822306
"370",7,"crop_43.fit","crop_46.fit","Green R",3338.7412109375,1433.62799173693
"371",7,"crop_43.fit","crop_46.fit","Green B",3351.30615234375,1368.36244835579
"372",7,"crop_43.fit","crop_46.fit","Blue",2671.3916015625,1233.95451490714
"373",7,"crop_43.fit","crop_47.fit","Red",1475.5439453125,676.445801258553
"374",7,"crop_43.fit","crop_47.fit","Green R",3309.85302734375,1260.42662082646
"375",7,"crop_43.fit","crop_47.fit","Green B",3323.02099609375,1353.34826672089
"376",7,"crop_43.fit","crop_47.fit","Blue",2648.18505859375,1254.23177799288
"377",7,"crop_43.fit","crop_48.fit","Red",1460.98046875,663.910280348851
"378",7,"crop_43.fit","crop_48.fit","Green R",3278.2607421875,1389.85824283663
"379",7,"crop_43.fit","crop_48.fit","Green B",3291.041015625,1249.37896352639
"380",7,"crop_43.fit","crop_48.fit","Blue",2622.6611328125,1166.39051808407
"381",7,"crop_44.fit","crop_45.fit","Red",1489.0048828125,629.690982404692
"382",7,"crop_44.fit","crop_45.fit","Green R",3340.2421875,1268.03141610154
"383",7,"crop_44.fit","crop_45.fit","Green B",3351.36328125,1388.05790070565
"384",7,"crop_44.fit","crop_45.fit","Blue",2672.56005859375,1228.31734892397
"385",7,"crop_44.fit","crop_46.fit","Red",1498.12158203125,663.759683051533
"386",7,"crop_44.fit","crop_46.fit","Green R",3363.84814453125,1232.86876403272
"387",7,"crop_44.fit","crop_46.fit","Green B",3374.4873046875,1453.50339076246
"388",7,"crop_44.fit","crop_46.fit","Blue",2690.22607421875,1169.01802631277
"389",7,"crop_44.fit","crop_47.fit","Red",1487.033203125,608.367315417278
"390",7,"crop_44.fit","crop_47.fit","Green R",3334.9599609375,1249.21575635386
"391",7,"crop_44.fit","crop_47.fit","Green B",3346.2021484375,1348.13282013685
"392",7,"crop_44.fit","crop_47.fit","Blue",2667.01953125,1295.71761210899
"393",7,"crop_44.fit","crop_48.fit","Red",1472.4697265625,677.233351661779
"394",7,"crop_44.fit","crop_48.fit","Green R",3303.36767578125,1333.0780519726
"395",7,"crop_44.fit","crop_48.fit","Green B",3314.22216796875,1324.22398076659
"396",7,"crop_44.fit","crop_48.fit","Blue",2641.49560546875,1240.33795697016
"397",7,"crop_45.fit","crop_46.fit","Red",1496.08251953125,666.799226673234
"398",7,"crop_45.fit","crop_46.fit","Green R",3357.86865234375,1325.85386835212
"399",7,"crop_45.fit","crop_46.fit","Green B",3369.921875,1435.73753474768
"400",7,"crop_45.fit","crop_46.fit","Blue",2686.0654296875,1381.61833302786
"401",7,"crop_45.fit","crop_47.fit","Red",1484.994140625,633.932900705645
"402",7,"crop_45.fit","crop_47.fit","Green R",3328.98046875,1345.57563347691
"403",7,"crop_45.fit","crop_47.fit","Green B",3341.63671875,1313.34391610154
"404",7,"crop_45.fit","crop_47.fit","Blue",2662.85888671875,1249.51626219987
"405",7,"crop_45.fit","crop_48.fit","Red",1470.4306640625,678.498014418377
"406",7,"crop_45.fit","crop_48.fit","Green R",3297.38818359375,1400.51930548555
"407",7,"crop_45.fit","crop_48.fit","Green B",3309.65673828125,1342.34576565173
"408",7,"crop_45.fit","crop_48.fit","Blue",2637.3349609375,1321.66519275415
"409",7,"crop_46.fit","crop_47.fit","Red",1494.11083984375,663.427667075238
"410",7,"crop_46.fit","crop_47.fit","Green R",3352.58642578125,1208.57467648384
"411",7,"crop_46.fit","crop_47.fit","Green B",3364.7607421875,1346.3073985826
"412",7,"crop_46.fit","crop_47.fit","Blue",2680.52490234375,1267.78703061996
"413",7,"crop_46.fit","crop_48.fit","Red",1479.54736328125,687.458722335502
"414",7,"crop_46.fit","crop_48.fit","Green R",3320.994140625,1350.82132820137
"415",7,"crop_46.fit","crop_48.fit","Green B",3332.78076171875,1365.7385442441
"416",7,"crop_46.fit","crop_48.fit","Blue",2655.0009765625,1276.73432917889
"417",7,"crop_47.fit","crop_48.fit","Red",1468.458984375,645.891249312683
"418",7,"crop_47.fit","crop_48.fit","Green R",3292.10595703125,1226.50641066028
"419",7,"crop_47.fit","crop_48.fit","Green B",3304.49560546875,1388.49431006766
"420",7,"crop_47.fit","crop_48.fit","Blue",2631.79443359375,1298.34049622358
"421",8,"crop_103.fit","crop_104.fit","Red",159.7490234375,76.1964122067449
"422",8,"crop_103.fit","crop_104.fit","Green R",354.67138671875,137.815088415659
"423",8,"crop_103.fit","crop_104.fit","Green B",354.84130859375,143.222281566929
"424",8,"crop_103.fit","crop_104.fit","Blue",282.6142578125,137.516356228617
"425",8,"crop_103.fit","crop_105.fit","Red",158.82568359375,67.8406489606244
"426",8,"crop_103.fit","crop_105.fit","Green R",352.9833984375,134.90708814455
"427",8,"crop_103.fit","crop_105.fit","Green B",353.5458984375,147.34933826674
"428",8,"crop_103.fit","crop_105.fit","Blue",280.94384765625,140.364701227242
"429",8,"crop_103.fit","crop_106.fit","Red",157.55419921875,70.2891192990897
"430",8,"crop_103.fit","crop_106.fit","Green R",349.53271484375,129.15098391297
"431",8,"crop_103.fit","crop_106.fit","Green B",350.490234375,146.090107221408
"432",8,"crop_103.fit","crop_106.fit","Blue",278.65966796875,118.809559334525
"433",8,"crop_103.fit","crop_107.fit","Red",158.19482421875,72.5062197389724
"434",8,"crop_103.fit","crop_107.fit","Green R",351.8623046875,140.317202391862
"435",8,"crop_103.fit","crop_107.fit","Green B",352.30078125,134.369959677419
"436",8,"crop_103.fit","crop_107.fit","Blue",280.36962890625,131.287500286382
"437",8,"crop_103.fit","crop_108.fit","Red",158.5361328125,69.7086999022483
"438",8,"crop_103.fit","crop_108.fit","Green R",351.97802734375,138.395195178855
"439",8,"crop_103.fit","crop_108.fit","Green B",352.4560546875,145.611908525782
"440",8,"crop_103.fit","crop_108.fit","Blue",280.01171875,134.760722140762
"441",8,"crop_104.fit","crop_105.fit","Red",157.94482421875,69.4784597805169
"442",8,"crop_104.fit","crop_105.fit","Green R",350.66650390625,149.245478506079
"443",8,"crop_104.fit","crop_105.fit","Green B",351.18408203125,139.854131823528
"444",8,"crop_104.fit","crop_105.fit","Blue",279.62841796875,141.352909927144
"445",8,"crop_104.fit","crop_106.fit","Red",156.67333984375,73.3858896742119
"446",8,"crop_104.fit","crop_106.fit","Green R",347.2158203125,145.116927847019
"447",8,"crop_104.fit","crop_106.fit","Green B",348.12841796875,135.598316360429
"448",8,"crop_104.fit","crop_106.fit","Blue",277.34423828125,133.501736906617
"449",8,"crop_104.fit","crop_107.fit","Red",157.31396484375,76.1891338091092
"450",8,"crop_104.fit","crop_107.fit","Green R",349.54541015625,141.299952174212
"451",8,"crop_104.fit","crop_107.fit","Green B",349.93896484375,136.799742160771
"452",8,"crop_104.fit","crop_107.fit","Blue",279.05419921875,130.174917808376
"453",8,"crop_104.fit","crop_108.fit","Red",157.6552734375,78.1106350806452
"454",8,"crop_104.fit","crop_108.fit","Green R",349.6611328125,140.342551014174
"455",8,"crop_104.fit","crop_108.fit","Green B",350.09423828125,149.834344738972
"456",8,"crop_104.fit","crop_108.fit","Blue",278.6962890625,147.940827758431
"457",8,"crop_105.fit","crop_106.fit","Red",155.75,70.7214610826002
"458",8,"crop_105.fit","crop_106.fit","Green R",345.52783203125,133.779588507301
"459",8,"crop_105.fit","crop_106.fit","Green B",346.8330078125,140.896045255987
"460",8,"crop_105.fit","crop_106.fit","Blue",275.673828125,136.692675876711
"461",8,"crop_105.fit","crop_107.fit","Red",156.390625,71.6617103494624
"462",8,"crop_105.fit","crop_107.fit","Green R",347.857421875,141.451582355816
"463",8,"crop_105.fit","crop_107.fit","Green B",348.6435546875,135.859189806329
"464",8,"crop_105.fit","crop_107.fit","Blue",277.3837890625,130.644886363636
"465",8,"crop_105.fit","crop_108.fit","Red",156.73193359375,74.9802506224035
"466",8,"crop_105.fit","crop_108.fit","Green R",347.97314453125,139.929072256079
"467",8,"crop_105.fit","crop_108.fit","Green B",348.798828125,144.434475806452
"468",8,"crop_105.fit","crop_108.fit","Blue",277.02587890625,143.444834719422
"469",8,"crop_106.fit","crop_107.fit","Red",155.119140625,68.9213098729228
"470",8,"crop_106.fit","crop_107.fit","Green R",344.40673828125,147.124170924212
"471",8,"crop_106.fit","crop_107.fit","Green B",345.587890625,136.346522177419
"472",8,"crop_106.fit","crop_107.fit","Blue",275.099609375,128.738726096652
"473",8,"crop_106.fit","crop_108.fit","Red",155.46044921875,69.8248597682979
"474",8,"crop_106.fit","crop_108.fit","Green R",344.5224609375,138.508186705767
"475",8,"crop_106.fit","crop_108.fit","Green B",345.7431640625,139.406263364492
"476",8,"crop_106.fit","crop_108.fit","Blue",274.74169921875,138.659502821817
"477",8,"crop_107.fit","crop_108.fit","Red",156.10107421875,72.3645408533419
"478",8,"crop_107.fit","crop_108.fit","Green R",346.85205078125,143.016689863606
"479",8,"crop_107.fit","crop_108.fit","Green B",347.5537109375,138.37988567632
"480",8,"crop_107.fit","crop_108.fit","Blue",276.45166015625,130.724488617272
"481",9,"crop_192.fit","crop_193.fit","Red",71.25048828125,32.9365678267045
"482",9,"crop_192.fit","crop_193.fit","Green R",158.38330078125,64.2527373342803
"483",9,"crop_192.fit","crop_193.fit","Green B",159.29052734375,66.1211429122373
"484",9,"crop_192.fit","crop_193.fit","Blue",126.81689453125,66.3223052411718
"485",9,"crop_192.fit","crop_194.fit","Red",71.6728515625,30.6342864125122
"486",9,"crop_192.fit","crop_194.fit","Green R",159.2158203125,62.6907055687928
"487",9,"crop_192.fit","crop_194.fit","Green B",159.8740234375,67.513438951002
"488",9,"crop_192.fit","crop_194.fit","Blue",127.55859375,60.295483183651
"489",9,"crop_192.fit","crop_195.fit","Red",70.81884765625,35.1396508240164
"490",9,"crop_192.fit","crop_195.fit","Green R",157.28466796875,63.3993038054436
"491",9,"crop_192.fit","crop_195.fit","Green B",158.12109375,63.9056619623656
"492",9,"crop_192.fit","crop_195.fit","Blue",126.10498046875,66.4528457775843
"493",9,"crop_192.fit","crop_196.fit","Red",70.61865234375,35.296706511944
"494",9,"crop_192.fit","crop_196.fit","Green R",156.125,63.5661580522972
"495",9,"crop_192.fit","crop_196.fit","Green B",157.21240234375,63.2815473599401
"496",9,"crop_192.fit","crop_196.fit","Blue",125.96630859375,67.0902823917094
"497",9,"crop_192.fit","crop_197.fit","Red",69.73095703125,34.0896027118463
"498",9,"crop_192.fit","crop_197.fit","Green R",154.57568359375,60.2589957348179
"499",9,"crop_192.fit","crop_197.fit","Green B",155.685546875,67.1163245356794
"500",9,"crop_192.fit","crop_197.fit","Blue",124.3505859375,60.3072993035191
"501",9,"crop_193.fit","crop_194.fit","Red",71.53955078125,33.7254699528043
"502",9,"crop_193.fit","crop_194.fit","Green R",159.81201171875,64.1417929611132
"503",9,"crop_193.fit","crop_194.fit","Green B",159.97900390625,67.2661018259714
"504",9,"crop_193.fit","crop_194.fit","Blue",127.41748046875,59.8825600065677
"505",9,"crop_193.fit","crop_195.fit","Red",70.685546875,33.2281815127077
"506",9,"crop_193.fit","crop_195.fit","Green R",157.880859375,62.9033002657625
"507",9,"crop_193.fit","crop_195.fit","Green B",158.22607421875,68.4386183215726
"508",9,"crop_193.fit","crop_195.fit","Blue",125.9638671875,65.4702143664467
"509",9,"crop_193.fit","crop_196.fit","Red",70.4853515625,32.6680393908847
"510",9,"crop_193.fit","crop_196.fit","Green R",156.72119140625,63.8825600065677
"511",9,"crop_193.fit","crop_196.fit","Green B",157.3173828125,62.2869012707722
"512",9,"crop_193.fit","crop_196.fit","Blue",125.8251953125,60.8643981396628
"513",9,"crop_193.fit","crop_197.fit","Red",69.59765625,33.653195259042
"514",9,"crop_193.fit","crop_197.fit","Green R",155.171875,54.9141751435728
"515",9,"crop_193.fit","crop_197.fit","Green B",155.79052734375,66.0204586502627
"516",9,"crop_193.fit","crop_197.fit","Blue",124.20947265625,59.5319406578385
"517",9,"crop_194.fit","crop_195.fit","Red",71.10791015625,32.1200852081806
"518",9,"crop_194.fit","crop_195.fit","Green R",158.71337890625,62.3311754452285
"519",9,"crop_194.fit","crop_195.fit","Green B",158.8095703125,61.5630326704545
"520",9,"crop_194.fit","crop_195.fit","Blue",126.70556640625,61.54554571038
"521",9,"crop_194.fit","crop_196.fit","Red",70.90771484375,35.3171885500672
"522",9,"crop_194.fit","crop_196.fit","Green R",157.5537109375,66.2874950360459
"523",9,"crop_194.fit","crop_196.fit","Green B",157.90087890625,64.3499544652676
"524",9,"crop_194.fit","crop_196.fit","Blue",126.56689453125,58.4008388127749
"525",9,"crop_194.fit","crop_197.fit","Red",70.02001953125,32.676036607252
"526",9,"crop_194.fit","crop_197.fit","Green R",156.00439453125,58.9465110085227
"527",9,"crop_194.fit","crop_197.fit","Green B",156.3740234375,64.8878280028104
"528",9,"crop_194.fit","crop_197.fit","Blue",124.951171875,53.2105461113148
"529",9,"crop_195.fit","crop_196.fit","Red",70.0537109375,32.1221113605816
"530",9,"crop_195.fit","crop_196.fit","Green R",155.62255859375,64.4186594078385
"531",9,"crop_195.fit","crop_196.fit","Green B",156.14794921875,63.5233873831562
"532",9,"crop_195.fit","crop_196.fit","Blue",125.11328125,66.5450803396872
"533",9,"crop_195.fit","crop_197.fit","Red",69.166015625,33.3931375244379
"534",9,"crop_195.fit","crop_197.fit","Green R",154.0732421875,62.3280104472141
"535",9,"crop_195.fit","crop_197.fit","Green B",154.62109375,66.7697870845552
"536",9,"crop_195.fit","crop_197.fit","Blue",123.49755859375,60.4369114850623
"537",9,"crop_196.fit","crop_197.fit","Red",68.9658203125,32.4068132178641
"538",9,"crop_196.fit","crop_197.fit","Green R",152.91357421875,61.8138016060301
"539",9,"crop_196.fit","crop_197.fit","Green B",153.71240234375,64.7409804000183
"540",9,"crop_196.fit","crop_197.fit","Blue",123.35888671875,58.5670319945931
"541",10,"crop_49.fit","crop_50.fit","Red",1183.7314453125,593.564516129032
"542",10,"crop_49.fit","crop_50.fit","Green R",2657.75439453125,1061.00072120525
"543",10,"crop_49.fit","crop_50.fit","Green B",2667.15478515625,1054.70257848775
"544",10,"crop_49.fit","crop_50.fit","Blue",2123.54345703125,1033.59887385065
"545",10,"crop_49.fit","crop_51.fit","Red",1186.0380859375,492.813347690616
"546",10,"crop_49.fit","crop_51.fit","Green R",2662.16943359375,1005.34731593277
"547",10,"crop_49.fit","crop_51.fit","Green B",2670.794921875,1053.41414459616
"548",10,"crop_49.fit","crop_51.fit","Blue",2126.86767578125,999.117332122892
"549",10,"crop_49.fit","crop_52.fit","Red",1178.0029296875,531.140204973118
"550",10,"crop_49.fit","crop_52.fit","Green R",2644.63623046875,1136.74469572871
"551",10,"crop_49.fit","crop_52.fit","Green B",2653.373046875,1032.60127802725
"552",10,"crop_49.fit","crop_52.fit","Blue",2112.78857421875,984.296492680077
"553",10,"crop_49.fit","crop_53.fit","Red",1187.85595703125,534.162359004613
"554",10,"crop_49.fit","crop_53.fit","Green R",2666.8828125,1033.5483183651
"555",10,"crop_49.fit","crop_53.fit","Green B",2676.3759765625,1070.56109481916
"556",10,"crop_49.fit","crop_53.fit","Blue",2130.3359375,985.757086999022
"557",10,"crop_49.fit","crop_54.fit","Red",1191.916015625,542.808206179741
"558",10,"crop_49.fit","crop_54.fit","Green R",2677.50146484375,1069.280302553
"559",10,"crop_49.fit","crop_54.fit","Green B",2687.23388671875,1109.65514599753
"560",10,"crop_49.fit","crop_54.fit","Blue",2138.1689453125,938.308236727151
"561",10,"crop_50.fit","crop_51.fit","Red",1206.9599609375,546.686637035679
"562",10,"crop_50.fit","crop_51.fit","Green R",2709.046875,1004.26414154142
"563",10,"crop_50.fit","crop_51.fit","Green B",2717.91748046875,1083.40496653149
"564",10,"crop_50.fit","crop_51.fit","Blue",2164.5283203125,991.053488514174
"565",10,"crop_50.fit","crop_52.fit","Red",1198.9248046875,581.394970369013
"566",10,"crop_50.fit","crop_52.fit","Green R",2691.513671875,1099.80586930291
"567",10,"crop_50.fit","crop_52.fit","Green B",2700.49560546875,1094.06054448848
"568",10,"crop_50.fit","crop_52.fit","Blue",2150.44921875,1026.56006957173
"569",10,"crop_50.fit","crop_53.fit","Red",1208.77783203125,577.982159835502
"570",10,"crop_50.fit","crop_53.fit","Green R",2713.76025390625,1114.98702451048
"571",10,"crop_50.fit","crop_53.fit","Green B",2723.49853515625,1070.77741964122
"572",10,"crop_50.fit","crop_53.fit","Blue",2167.99658203125,1021.99345474019
"573",10,"crop_50.fit","crop_54.fit","Red",1212.837890625,620.390256521872
"574",10,"crop_50.fit","crop_54.fit","Green R",2724.37890625,1041.63732397055
"575",10,"crop_50.fit","crop_54.fit","Green B",2734.3564453125,1134.12041597935
"576",10,"crop_50.fit","crop_54.fit","Blue",2175.82958984375,1017.78714517275
"577",10,"crop_51.fit","crop_52.fit","Red",1201.2314453125,525.232129765396
"578",10,"crop_51.fit","crop_52.fit","Green R",2695.9287109375,1083.30668835533
"579",10,"crop_51.fit","crop_52.fit","Green B",2704.1357421875,1175.28592375367
"580",10,"crop_51.fit","crop_52.fit","Blue",2153.7734375,950.835958501344
"581",10,"crop_51.fit","crop_53.fit","Red",1211.08447265625,525.038676361651
"582",10,"crop_51.fit","crop_53.fit","Green R",2718.17529296875,1085.4176475249
