"rn","cond","pict1","pict2","chan.a","chan.b","cov"
"2812",32,"crop_19.fit","crop_23.fit","Green R","Green B",-83.8814302297165
"2813",32,"crop_19.fit","crop_23.fit","Green R","Blue",-226.047944159335
"2814",32,"crop_19.fit","crop_23.fit","Green B","Blue",34.5248121334311
"2815",32,"crop_19.fit","crop_24.fit","Red","Green R",-138.877155501588
"2816",32,"crop_19.fit","crop_24.fit","Red","Green B",-63.7541754490469
"2817",32,"crop_19.fit","crop_24.fit","Red","Blue",-33.8237700849218
"2818",32,"crop_19.fit","crop_24.fit","Green R","Green B",47.7509565157625
"2819",32,"crop_19.fit","crop_24.fit","Green R","Blue",-141.872890319526
"2820",32,"crop_19.fit","crop_24.fit","Green B","Blue",-52.6873109879032
"2821",32,"crop_20.fit","crop_21.fit","Red","Green R",-28.3042006506598
"2822",32,"crop_20.fit","crop_21.fit","Red","Green B",33.543017434934
"2823",32,"crop_20.fit","crop_21.fit","Red","Blue",-73.2230447748656
"2824",32,"crop_20.fit","crop_21.fit","Green R","Green B",244.177376397544
"2825",32,"crop_20.fit","crop_21.fit","Green R","Blue",-9.88390361528592
"2826",32,"crop_20.fit","crop_21.fit","Green B","Blue",-12.2155019512158
"2827",32,"crop_20.fit","crop_22.fit","Red","Green R",-100.11067374221
"2828",32,"crop_20.fit","crop_22.fit","Red","Green B",-4.1405911114675
"2829",32,"crop_20.fit","crop_22.fit","Red","Blue",-140.627205141129
"2830",32,"crop_20.fit","crop_22.fit","Green R","Green B",150.312682807154
"2831",32,"crop_20.fit","crop_22.fit","Green R","Blue",42.8151366232893
"2832",32,"crop_20.fit","crop_22.fit","Green B","Blue",72.3782933925953
"2833",32,"crop_20.fit","crop_23.fit","Red","Green R",-27.6836281158358
"2834",32,"crop_20.fit","crop_23.fit","Red","Green B",-64.387212281586
"2835",32,"crop_20.fit","crop_23.fit","Red","Blue",-153.147686701949
"2836",32,"crop_20.fit","crop_23.fit","Green R","Green B",99.14716214565
"2837",32,"crop_20.fit","crop_23.fit","Green R","Blue",-117.944701551808
"2838",32,"crop_20.fit","crop_23.fit","Green B","Blue",-15.3595687851295
"2839",32,"crop_20.fit","crop_24.fit","Red","Green R",-105.234248991935
"2840",32,"crop_20.fit","crop_24.fit","Red","Green B",11.5311965420332
"2841",32,"crop_20.fit","crop_24.fit","Red","Blue",-128.860801182185
"2842",32,"crop_20.fit","crop_24.fit","Green R","Green B",-2.54005147238514
"2843",32,"crop_20.fit","crop_24.fit","Green R","Blue",-56.3182896887219
"2844",32,"crop_20.fit","crop_24.fit","Green B","Blue",37.9559334524682
"2845",32,"crop_21.fit","crop_22.fit","Red","Green R",-0.533862280822336
"2846",32,"crop_21.fit","crop_22.fit","Red","Green B",8.61082886577468
"2847",32,"crop_21.fit","crop_22.fit","Red","Blue",-57.2006435002749
"2848",32,"crop_21.fit","crop_22.fit","Green R","Green B",20.9610090954912
"2849",32,"crop_21.fit","crop_22.fit","Green R","Blue",-67.1602369142534
"2850",32,"crop_21.fit","crop_22.fit","Green B","Blue",42.9766035480816
"2851",32,"crop_21.fit","crop_23.fit","Red","Green R",33.8686069999389
"2852",32,"crop_21.fit","crop_23.fit","Red","Green B",45.4273644649621
"2853",32,"crop_21.fit","crop_23.fit","Red","Blue",59.4465172134653
"2854",32,"crop_21.fit","crop_23.fit","Green R","Green B",49.1721928839809
"2855",32,"crop_21.fit","crop_23.fit","Green R","Blue",-240.691581897605
"2856",32,"crop_21.fit","crop_23.fit","Green B","Blue",83.2158804527126
"2857",32,"crop_21.fit","crop_24.fit","Red","Green R",-13.5479365224829
"2858",32,"crop_21.fit","crop_24.fit","Red","Green B",115.253506269856
"2859",32,"crop_21.fit","crop_24.fit","Red","Blue",71.4214034243646
"2860",32,"crop_21.fit","crop_24.fit","Green R","Green B",65.3793568242913
"2861",32,"crop_21.fit","crop_24.fit","Green R","Blue",-26.590809811828
"2862",32,"crop_21.fit","crop_24.fit","Green B","Blue",160.376587510692
"2863",32,"crop_22.fit","crop_23.fit","Red","Green R",-56.4450194357893
"2864",32,"crop_22.fit","crop_23.fit","Red","Green B",71.3582075161901
"2865",32,"crop_22.fit","crop_23.fit","Red","Blue",-22.8832583012586
"2866",32,"crop_22.fit","crop_23.fit","Green R","Green B",7.49188823084677
"2867",32,"crop_22.fit","crop_23.fit","Green R","Blue",-49.6266529012402
"2868",32,"crop_22.fit","crop_23.fit","Green B","Blue",67.9913488781464
"2869",32,"crop_22.fit","crop_24.fit","Red","Green R",-66.2219570007026
"2870",32,"crop_22.fit","crop_24.fit","Red","Green B",41.7096196656586
"2871",32,"crop_22.fit","crop_24.fit","Red","Blue",-84.372906070534
"2872",32,"crop_22.fit","crop_24.fit","Green R","Green B",97.0586018641557
"2873",32,"crop_22.fit","crop_24.fit","Green R","Blue",74.3332708066043
"2874",32,"crop_22.fit","crop_24.fit","Green B","Blue",9.6558428603067
"2875",32,"crop_23.fit","crop_24.fit","Red","Green R",-3.13313229319404
"2876",32,"crop_23.fit","crop_24.fit","Red","Green B",36.3116647192693
"2877",32,"crop_23.fit","crop_24.fit","Red","Blue",-29.5883001512097
"2878",32,"crop_23.fit","crop_24.fit","Green R","Green B",243.73036374328
"2879",32,"crop_23.fit","crop_24.fit","Green R","Blue",-96.3945598881965
"2880",32,"crop_23.fit","crop_24.fit","Green B","Blue",15.2907177877566
"2881",33,"crop_79.fit","crop_80.fit","Red","Green R",4.80434288703568
"2882",33,"crop_79.fit","crop_80.fit","Red","Green B",2.94291118722507
"2883",33,"crop_79.fit","crop_80.fit","Red","Blue",3.37277003910068
"2884",33,"crop_79.fit","crop_80.fit","Green R","Green B",-0.0233830874266862
"2885",33,"crop_79.fit","crop_80.fit","Green R","Blue",18.4469086021505
"2886",33,"crop_79.fit","crop_80.fit","Green B","Blue",-3.77697336265885
"2887",33,"crop_79.fit","crop_81.fit","Red","Green R",3.31984856121701
"2888",33,"crop_79.fit","crop_81.fit","Red","Green B",4.30449085105083
"2889",33,"crop_79.fit","crop_81.fit","Red","Blue",6.71244625565127
"2890",33,"crop_79.fit","crop_81.fit","Green R","Green B",7.14420668377322
"2891",33,"crop_79.fit","crop_81.fit","Green R","Blue",-17.2812366355083
"2892",33,"crop_79.fit","crop_81.fit","Green B","Blue",17.830406509653
"2893",33,"crop_79.fit","crop_82.fit","Red","Green R",2.36649779676808
"2894",33,"crop_79.fit","crop_82.fit","Red","Green B",0.143728425891984
"2895",33,"crop_79.fit","crop_82.fit","Red","Blue",-5.03919519031036
"2896",33,"crop_79.fit","crop_82.fit","Green R","Green B",1.1369507193915
"2897",33,"crop_79.fit","crop_82.fit","Green R","Blue",-0.821518168071848
"2898",33,"crop_79.fit","crop_82.fit","Green B","Blue",4.05584257392473
"2899",33,"crop_79.fit","crop_83.fit","Red","Green R",-2.90272988834922
"2900",33,"crop_79.fit","crop_83.fit","Red","Green B",-0.294295653103617
"2901",33,"crop_79.fit","crop_83.fit","Red","Blue",7.79612611116202
"2902",33,"crop_79.fit","crop_83.fit","Green R","Green B",3.40531639479472
"2903",33,"crop_79.fit","crop_83.fit","Green R","Blue",10.6578570801259
"2904",33,"crop_79.fit","crop_83.fit","Green B","Blue",10.9170160526637
"2905",33,"crop_79.fit","crop_84.fit","Red","Green R",6.2964320625611
"2906",33,"crop_79.fit","crop_84.fit","Red","Green B",-2.32978983382209
"2907",33,"crop_79.fit","crop_84.fit","Red","Blue",9.41520039100684
"2908",33,"crop_79.fit","crop_84.fit","Green R","Green B",5.12835162359482
"2909",33,"crop_79.fit","crop_84.fit","Green R","Blue",-2.84982702529325
"2910",33,"crop_79.fit","crop_84.fit","Green B","Blue",4.96468814913245
"2911",33,"crop_80.fit","crop_81.fit","Red","Green R",-6.96385286840176
"2912",33,"crop_80.fit","crop_81.fit","Red","Green B",-2.78803057032014
"2913",33,"crop_80.fit","crop_81.fit","Red","Blue",17.51437732924
"2914",33,"crop_80.fit","crop_81.fit","Green R","Green B",-10.8599754475196
"2915",33,"crop_80.fit","crop_81.fit","Green R","Blue",-20.704004192632
"2916",33,"crop_80.fit","crop_81.fit","Green B","Blue",-0.287254952498778
"2917",33,"crop_80.fit","crop_82.fit","Red","Green R",1.62799078231916
"2918",33,"crop_80.fit","crop_82.fit","Red","Green B",-10.1797991889663
"2919",33,"crop_80.fit","crop_82.fit","Red","Blue",-5.44767037817693
"2920",33,"crop_80.fit","crop_82.fit","Green R","Green B",4.89835779035313
"2921",33,"crop_80.fit","crop_82.fit","Green R","Blue",-4.63579564546676
"2922",33,"crop_80.fit","crop_82.fit","Green B","Blue",-11.2762278149438
"2923",33,"crop_80.fit","crop_83.fit","Red","Green R",-1.0403407181696
"2924",33,"crop_80.fit","crop_83.fit","Red","Green B",1.48647227058895
"2925",33,"crop_80.fit","crop_83.fit","Red","Blue",2.44870994470919
"2926",33,"crop_80.fit","crop_83.fit","Green R","Green B",8.52289098775049
"2927",33,"crop_80.fit","crop_83.fit","Green R","Blue",1.72752712991813
"2928",33,"crop_80.fit","crop_83.fit","Green B","Blue",-3.33338822320992
"2929",33,"crop_80.fit","crop_84.fit","Red","Green R",-4.02763204117791
"2930",33,"crop_80.fit","crop_84.fit","Red","Green B",-4.17300907258065
"2931",33,"crop_80.fit","crop_84.fit","Red","Blue",2.23076372342375
"2932",33,"crop_80.fit","crop_84.fit","Green R","Green B",-18.6629551564027
"2933",33,"crop_80.fit","crop_84.fit","Green R","Blue",4.8198657441349
"2934",33,"crop_80.fit","crop_84.fit","Green B","Blue",-22.3290796065494
"2935",33,"crop_81.fit","crop_82.fit","Red","Green R",9.23169446480938
"2936",33,"crop_81.fit","crop_82.fit","Red","Green B",-1.73440554740958
"2937",33,"crop_81.fit","crop_82.fit","Red","Blue",-4.39121303763441
"2938",33,"crop_81.fit","crop_82.fit","Green R","Green B",-2.67003356396628
"2939",33,"crop_81.fit","crop_82.fit","Green R","Blue",-23.8392666903409
"2940",33,"crop_81.fit","crop_82.fit","Green B","Blue",18.5470420561461
"2941",33,"crop_81.fit","crop_83.fit","Red","Green R",-8.94275033602151
"2942",33,"crop_81.fit","crop_83.fit","Red","Green B",-8.90570014662757
"2943",33,"crop_81.fit","crop_83.fit","Red","Blue",-3.21642076001955
"2944",33,"crop_81.fit","crop_83.fit","Green R","Green B",8.00061476661779
"2945",33,"crop_81.fit","crop_83.fit","Green R","Blue",-20.633092199719
"2946",33,"crop_81.fit","crop_83.fit","Green B","Blue",28.2274941959922
"2947",33,"crop_81.fit","crop_84.fit","Red","Green R",1.29494574016373
"2948",33,"crop_81.fit","crop_84.fit","Red","Green B",4.59338963602761
"2949",33,"crop_81.fit","crop_84.fit","Red","Blue",10.2100473293927
"2950",33,"crop_81.fit","crop_84.fit","Green R","Green B",-15.5908088572214
"2951",33,"crop_81.fit","crop_84.fit","Green R","Blue",-10.8150402080279
"2952",33,"crop_81.fit","crop_84.fit","Green B","Blue",35.1343918965359
"2953",33,"crop_82.fit","crop_83.fit","Red","Green R",7.70178091397849
"2954",33,"crop_82.fit","crop_83.fit","Red","Green B",4.02012310606061
"2955",33,"crop_82.fit","crop_83.fit","Red","Blue",-8.50422699780059
"2956",33,"crop_82.fit","crop_83.fit","Green R","Green B",9.79997174364614
"2957",33,"crop_82.fit","crop_83.fit","Green R","Blue",5.10287031097263
"2958",33,"crop_82.fit","crop_83.fit","Green B","Blue",2.25666792674731
"2959",33,"crop_82.fit","crop_84.fit","Red","Green R",11.5112705622251
"2960",33,"crop_82.fit","crop_84.fit","Red","Green B",1.37945180764296
"2961",33,"crop_82.fit","crop_84.fit","Red","Blue",0.814267931329423
"2962",33,"crop_82.fit","crop_84.fit","Green R","Green B",-5.13109182169477
"2963",33,"crop_82.fit","crop_84.fit","Green R","Blue",-4.6331065188172
"2964",33,"crop_82.fit","crop_84.fit","Green B","Blue",-1.52838236192571
"2965",33,"crop_83.fit","crop_84.fit","Red","Green R",1.84426214641373
"2966",33,"crop_83.fit","crop_84.fit","Red","Green B",-10.3669445526332
"2967",33,"crop_83.fit","crop_84.fit","Red","Blue",-5.94755916651393
"2968",33,"crop_83.fit","crop_84.fit","Green R","Green B",-8.0369189309934
"2969",33,"crop_83.fit","crop_84.fit","Green R","Blue",-17.6217490873961
"2970",33,"crop_83.fit","crop_84.fit","Green B","Blue",5.31023137753543
"2971",34,"crop_216.fit","crop_217.fit","Red","Green R",0.817811430840665
"2972",34,"crop_216.fit","crop_217.fit","Red","Green B",1.30777756140029
"2973",34,"crop_216.fit","crop_217.fit","Red","Blue",0.0525682734604106
"2974",34,"crop_216.fit","crop_217.fit","Green R","Green B",1.29555573374878
"2975",34,"crop_216.fit","crop_217.fit","Green R","Blue",-0.580897177419355
"2976",34,"crop_216.fit","crop_217.fit","Green B","Blue",-1.68503138746334
"2977",34,"crop_216.fit","crop_218.fit","Red","Green R",-2.57161458333333
"2978",34,"crop_216.fit","crop_218.fit","Red","Green B",1.29432333669355
"2979",34,"crop_216.fit","crop_218.fit","Red","Blue",-1.18706756323314
"2980",34,"crop_216.fit","crop_218.fit","Green R","Green B",-8.38930191532258
"2981",34,"crop_216.fit","crop_218.fit","Green R","Blue",-1.59986139112903
"2982",34,"crop_216.fit","crop_218.fit","Green B","Blue",4.35762091046554
"2983",34,"crop_216.fit","crop_219.fit","Red","Green R",1.43883167613636
"2984",34,"crop_216.fit","crop_219.fit","Red","Green B",0.239840122495112
"2985",34,"crop_216.fit","crop_219.fit","Red","Blue",0.942669194464809
"2986",34,"crop_216.fit","crop_219.fit","Green R","Green B",0.532168331500489
"2987",34,"crop_216.fit","crop_219.fit","Green R","Blue",9.65301770222385
"2988",34,"crop_216.fit","crop_219.fit","Green B","Blue",2.01371005926197
"2989",34,"crop_216.fit","crop_220.fit","Red","Green R",-5.78010733596041
"2990",34,"crop_216.fit","crop_220.fit","Red","Green B",4.15599559735459
"2991",34,"crop_216.fit","crop_220.fit","Red","Blue",1.99727793942449
"2992",34,"crop_216.fit","crop_220.fit","Green R","Green B",-2.93236708058407
"2993",34,"crop_216.fit","crop_220.fit","Green R","Blue",-3.57492229502688
"2994",34,"crop_216.fit","crop_220.fit","Green B","Blue",5.92001017610582
"2995",34,"crop_216.fit","crop_221.fit","Red","Green R",-1.50351342940494
"2996",34,"crop_216.fit","crop_221.fit","Red","Green B",6.43291168362048
"2997",34,"crop_216.fit","crop_221.fit","Red","Blue",1.09617565524194
"2998",34,"crop_216.fit","crop_221.fit","Green R","Green B",-0.930980514571114
"2999",34,"crop_216.fit","crop_221.fit","Green R","Blue",0.571271879582111
"3000",34,"crop_216.fit","crop_221.fit","Green B","Blue",-6.99813565340909
"3001",34,"crop_217.fit","crop_218.fit","Red","Green R",-0.277981427174976
"3002",34,"crop_217.fit","crop_218.fit","Red","Green B",-2.11041361192571
"3003",34,"crop_217.fit","crop_218.fit","Red","Blue",-2.11063698985826
"3004",34,"crop_217.fit","crop_218.fit","Green R","Green B",4.84042033235582
"3005",34,"crop_217.fit","crop_218.fit","Green R","Blue",-4.76084433040078
"3006",34,"crop_217.fit","crop_218.fit","Green B","Blue",0.015392076001955
"3007",34,"crop_217.fit","crop_219.fit","Red","Green R",0.893163298814761
"3008",34,"crop_217.fit","crop_219.fit","Red","Green B",-3.09717656020894
"3009",34,"crop_217.fit","crop_219.fit","Red","Blue",2.81081893786657
"3010",34,"crop_217.fit","crop_219.fit","Green R","Green B",3.20285102792033
"3011",34,"crop_217.fit","crop_219.fit","Green R","Blue",5.84357244318182
"3012",34,"crop_217.fit","crop_219.fit","Green B","Blue",3.52873461174242
"3013",34,"crop_217.fit","crop_220.fit","Red","Green R",3.7375987063172
"3014",34,"crop_217.fit","crop_220.fit","Red","Green B",-3.92190268358993
"3015",34,"crop_217.fit","crop_220.fit","Red","Blue",1.34626777477395
"3016",34,"crop_217.fit","crop_220.fit","Green R","Green B",-3.27251916849951
"3017",34,"crop_217.fit","crop_220.fit","Green R","Blue",-5.7147740637219
"3018",34,"crop_217.fit","crop_220.fit","Green B","Blue",-4.04215637982649
"3019",34,"crop_217.fit","crop_221.fit","Red","Green R",-0.19163869669477
"3020",34,"crop_217.fit","crop_221.fit","Red","Green B",3.86404493523949
"3021",34,"crop_217.fit","crop_221.fit","Red","Blue",2.0054842146261
"3022",34,"crop_217.fit","crop_221.fit","Green R","Green B",-1.43790857160313
"3023",34,"crop_217.fit","crop_221.fit","Green R","Blue",-1.28852123808651
"3024",34,"crop_217.fit","crop_221.fit","Green B","Blue",-3.36934109237537
"3025",34,"crop_218.fit","crop_219.fit","Red","Green R",0.367446198374878
"3026",34,"crop_218.fit","crop_219.fit","Red","Green B",3.81251193258187
"3027",34,"crop_218.fit","crop_219.fit","Red","Blue",0.580684777462121
"3028",34,"crop_218.fit","crop_219.fit","Green R","Green B",9.88088896780303
"3029",34,"crop_218.fit","crop_219.fit","Green R","Blue",3.0125425754521
"3030",34,"crop_218.fit","crop_219.fit","Green B","Blue",6.48125773231305
"3031",34,"crop_218.fit","crop_220.fit","Red","Green R",-4.19395600409335
"3032",34,"crop_218.fit","crop_220.fit","Red","Green B",-0.9344194846652
"3033",34,"crop_218.fit","crop_220.fit","Red","Blue",0.715879498106061
"3034",34,"crop_218.fit","crop_220.fit","Green R","Green B",-6.65123831561584
"3035",34,"crop_218.fit","crop_220.fit","Green R","Blue",0.328268190982405
"3036",34,"crop_218.fit","crop_220.fit","Green B","Blue",6.50448474156892
"3037",34,"crop_218.fit","crop_221.fit","Red","Green R",-1.70353118508675
"3038",34,"crop_218.fit","crop_221.fit","Red","Green B",3.59013013196481
"3039",34,"crop_218.fit","crop_221.fit","Red","Blue",-5.68864600516251
"3040",34,"crop_218.fit","crop_221.fit","Green R","Green B",0.806680718475073
"3041",34,"crop_218.fit","crop_221.fit","Green R","Blue",3.77412720323192
"3042",34,"crop_218.fit","crop_221.fit","Green B","Blue",3.68800403225806
"3043",34,"crop_219.fit","crop_220.fit","Red","Green R",-1.30677999755621
"3044",34,"crop_219.fit","crop_220.fit","Red","Green B",4.24358027095552
"3045",34,"crop_219.fit","crop_220.fit","Red","Blue",3.12291609390274
"3046",34,"crop_219.fit","crop_220.fit","Green R","Green B",-0.943391831622678
"3047",34,"crop_219.fit","crop_220.fit","Green R","Blue",0.378616049608993
"3048",34,"crop_219.fit","crop_220.fit","Green B","Blue",2.90996007835411
"3049",34,"crop_219.fit","crop_221.fit","Red","Green R",2.01462075391007
"3050",34,"crop_219.fit","crop_221.fit","Red","Green B",3.15843795821114
"3051",34,"crop_219.fit","crop_221.fit","Red","Blue",-2.82803335777126
"3052",34,"crop_219.fit","crop_221.fit","Green R","Green B",4.25886972675342
"3053",34,"crop_219.fit","crop_221.fit","Green R","Blue",1.26275545271261
"3054",34,"crop_219.fit","crop_221.fit","Green B","Blue",4.8258664009042
"3055",34,"crop_220.fit","crop_221.fit","Red","Green R",-3.20863976203568
"3056",34,"crop_220.fit","crop_221.fit","Red","Green B",-1.98600355877322
"3057",34,"crop_220.fit","crop_221.fit","Red","Blue",-1.3627571710044
"3058",34,"crop_220.fit","crop_221.fit","Green R","Green B",-0.0633448267961877
"3059",34,"crop_220.fit","crop_221.fit","Green R","Blue",-9.32642150461266
"3060",34,"crop_220.fit","crop_221.fit","Green B","Blue",2.32867198955279
"3061",35,"crop_139.fit","crop_140.fit","Red","Green R",-0.406062897116325
"3062",35,"crop_139.fit","crop_140.fit","Red","Green B",1.28130345796676
"3063",35,"crop_139.fit","crop_140.fit","Red","Blue",-1.66639937683284
"3064",35,"crop_139.fit","crop_140.fit","Green R","Green B",-0.177559682001466
"3065",35,"crop_139.fit","crop_140.fit","Green R","Blue",-1.31056310331134
"3066",35,"crop_139.fit","crop_140.fit","Green B","Blue",0.0260244837487781
"3067",35,"crop_139.fit","crop_141.fit","Red","Green R",1.892423478739
"3068",35,"crop_139.fit","crop_141.fit","Red","Green B",-0.799750274926686
"3069",35,"crop_139.fit","crop_141.fit","Red","Blue",-0.0957814027370479
"3070",35,"crop_139.fit","crop_141.fit","Green R","Green B",1.07357677709555
"3071",35,"crop_139.fit","crop_141.fit","Green R","Blue",0.904457248900293
"3072",35,"crop_139.fit","crop_141.fit","Green B","Blue",-0.687750106915934
"3073",35,"crop_139.fit","crop_142.fit","Red","Green R",0.487708008767107
"3074",35,"crop_139.fit","crop_142.fit","Red","Green B",0.929019275415445
"3075",35,"crop_139.fit","crop_142.fit","Red","Blue",-0.465152087915445
"3076",35,"crop_139.fit","crop_142.fit","Green R","Green B",0.481896841397849
"3077",35,"crop_139.fit","crop_142.fit","Green R","Blue",-1.65178912359482
"3078",35,"crop_139.fit","crop_142.fit","Green B","Blue",-0.403187622189638
"3079",35,"crop_139.fit","crop_143.fit","Red","Green R",0.21686512936828
"3080",35,"crop_139.fit","crop_143.fit","Red","Green B",0.807170908938172
"3081",35,"crop_139.fit","crop_143.fit","Red","Blue",-0.655518771383187
"3082",35,"crop_139.fit","crop_143.fit","Green R","Green B",-1.10365929328568
"3083",35,"crop_139.fit","crop_143.fit","Green R","Blue",0.748356167521994
"3084",35,"crop_139.fit","crop_143.fit","Green B","Blue",0.318767946603128
"3085",35,"crop_139.fit","crop_144.fit","Red","Green R",1.59039217146261
"3086",35,"crop_139.fit","crop_144.fit","Red","Green B",0.0344445908174487
"3087",35,"crop_139.fit","crop_144.fit","Red","Blue",-0.472978429710411
"3088",35,"crop_139.fit","crop_144.fit","Green R","Green B",-1.05618861879888
"3089",35,"crop_139.fit","crop_144.fit","Green R","Blue",0.808883473087732
"3090",35,"crop_139.fit","crop_144.fit","Green B","Blue",0.302208864094575
"3091",35,"crop_140.fit","crop_141.fit","Red","Green R",1.07233626588465
"3092",35,"crop_140.fit","crop_141.fit","Red","Green B",-0.667888563049853
"3093",35,"crop_140.fit","crop_141.fit","Red","Blue",1.14173998044966
"3094",35,"crop_140.fit","crop_141.fit","Green R","Green B",0.534998739919355
"3095",35,"crop_140.fit","crop_141.fit","Green R","Blue",-0.811451842008798
"3096",35,"crop_140.fit","crop_141.fit","Green B","Blue",0.144746036473607
"3097",35,"crop_140.fit","crop_142.fit","Red","Green R",0.545592963404203
"3098",35,"crop_140.fit","crop_142.fit","Red","Green B",-0.392002497250733
"3099",35,"crop_140.fit","crop_142.fit","Red","Blue",-1.71134034396383
"3100",35,"crop_140.fit","crop_142.fit","Green R","Green B",1.3710956592131
"3101",35,"crop_140.fit","crop_142.fit","Green R","Blue",-1.34961892106549
"3102",35,"crop_140.fit","crop_142.fit","Green B","Blue",1.78431619623656
"3103",35,"crop_140.fit","crop_143.fit","Red","Green R",0.898654195686706
"3104",35,"crop_140.fit","crop_143.fit","Red","Green B",1.21787796691716
"3105",35,"crop_140.fit","crop_143.fit","Red","Blue",-0.571077139846041
"3106",35,"crop_140.fit","crop_143.fit","Green R","Green B",0.628132064088465
"3107",35,"crop_140.fit","crop_143.fit","Green R","Blue",-0.0718417796920821
"3108",35,"crop_140.fit","crop_143.fit","Green B","Blue",1.85646249541789
"3109",35,"crop_140.fit","crop_144.fit","Red","Green R",1.61100260416667
"3110",35,"crop_140.fit","crop_144.fit","Red","Green B",0.0881879849401271
"3111",35,"crop_140.fit","crop_144.fit","Red","Blue",-1.80578195640885
"3112",35,"crop_140.fit","crop_144.fit","Green R","Green B",-0.552376397543988
"3113",35,"crop_140.fit","crop_144.fit","Green R","Blue",-0.810379818853861
"3114",35,"crop_140.fit","crop_144.fit","Green B","Blue",1.25367666712488
"3115",35,"crop_141.fit","crop_142.fit","Red","Green R",0.557276392961877
"3116",35,"crop_141.fit","crop_142.fit","Red","Green B",0.0666243775965298
"3117",35,"crop_141.fit","crop_142.fit","Red","Blue",0.34054920423998
"3118",35,"crop_141.fit","crop_142.fit","Green R","Green B",1.11476661779081
"3119",35,"crop_141.fit","crop_142.fit","Green R","Blue",-0.578506842619746
"3120",35,"crop_141.fit","crop_142.fit","Green B","Blue",-2.8867979823436
"3121",35,"crop_141.fit","crop_143.fit","Red","Green R",0.64782082416911
"3122",35,"crop_141.fit","crop_143.fit","Red","Green B",0.151948542888563
"3123",35,"crop_141.fit","crop_143.fit","Red","Blue",-0.644775629276637
"3124",35,"crop_141.fit","crop_143.fit","Green R","Green B",1.80911687438905
"3125",35,"crop_141.fit","crop_143.fit","Green R","Blue",0.87871151026393
"3126",35,"crop_141.fit","crop_143.fit","Green B","Blue",0.565997678396872
"3127",35,"crop_141.fit","crop_144.fit","Red","Green R",1.29441784274194
"3128",35,"crop_141.fit","crop_144.fit","Red","Green B",-0.27609703384653
"3129",35,"crop_141.fit","crop_144.fit","Red","Blue",-1.19484617470064
"3130",35,"crop_141.fit","crop_144.fit","Green R","Green B",-0.697786840175953
"3131",35,"crop_141.fit","crop_144.fit","Green R","Blue",1.11470361375855
"3132",35,"crop_141.fit","crop_144.fit","Green B","Blue",-0.574495585899316
"3133",35,"crop_142.fit","crop_143.fit","Red","Green R",0.302281891495601
"3134",35,"crop_142.fit","crop_143.fit","Red","Green B",-0.180607740713587
"3135",35,"crop_142.fit","crop_143.fit","Red","Blue",0.215870906647116
"3136",35,"crop_142.fit","crop_143.fit","Green R","Green B",0.204173157991202
"3137",35,"crop_142.fit","crop_143.fit","Green R","Blue",-0.952426228005865
"3138",35,"crop_142.fit","crop_143.fit","Green B","Blue",1.10849007972874
"3139",35,"crop_142.fit","crop_144.fit","Red","Green R",1.03374343230694
"3140",35,"crop_142.fit","crop_144.fit","Red","Green B",-0.615460616752199
"3141",35,"crop_142.fit","crop_144.fit","Red","Blue",-0.589921073130499
"3142",35,"crop_142.fit","crop_144.fit","Green R","Green B",-0.240784228372434
"3143",35,"crop_142.fit","crop_144.fit","Green R","Blue",-0.292092421187683
"3144",35,"crop_142.fit","crop_144.fit","Green B","Blue",0.0903081660862659
"3145",35,"crop_143.fit","crop_144.fit","Red","Green R",1.31409610215054
"3146",35,"crop_143.fit","crop_144.fit","Red","Green B",-0.0190692204301075
"3147",35,"crop_143.fit","crop_144.fit","Red","Blue",0.372549524987781
"3148",35,"crop_143.fit","crop_144.fit","Green R","Green B",1.06870112414467
"3149",35,"crop_143.fit","crop_144.fit","Green R","Blue",1.72940722751711
"3150",35,"crop_143.fit","crop_144.fit","Green B","Blue",3.14507346652004
"3151",36,"crop_156.fit","crop_157.fit","Red","Green R",-0.224533006476051
"3152",36,"crop_156.fit","crop_157.fit","Red","Green B",0.0947198802541545
"3153",36,"crop_156.fit","crop_157.fit","Red","Blue",-0.0335019168499511
"3154",36,"crop_156.fit","crop_157.fit","Green R","Green B",-0.489865896871945
"3155",36,"crop_156.fit","crop_157.fit","Green R","Blue",-0.424703499205767
"3156",36,"crop_156.fit","crop_157.fit","Green B","Blue",0.367076765640274
"3157",36,"crop_156.fit","crop_158.fit","Red","Green R",0.968260286840176
"3158",36,"crop_156.fit","crop_158.fit","Red","Green B",-0.578641442143206
"3159",36,"crop_156.fit","crop_158.fit","Red","Blue",-0.222812805474096
"3160",36,"crop_156.fit","crop_158.fit","Green R","Green B",0.444939726142473
"3161",36,"crop_156.fit","crop_158.fit","Green R","Blue",0.379062805474096
"3162",36,"crop_156.fit","crop_158.fit","Green B","Blue",0.168774437927664
"3163",36,"crop_156.fit","crop_159.fit","Red","Green R",-0.469987647391251
"3164",36,"crop_156.fit","crop_159.fit","Red","Green B",0.832562965847996
"3165",36,"crop_156.fit","crop_159.fit","Red","Blue",0.209692215756354
"3166",36,"crop_156.fit","crop_159.fit","Green R","Green B",-1.26961811919599
"3167",36,"crop_156.fit","crop_159.fit","Green R","Blue",0.0441405295393451
"3168",36,"crop_156.fit","crop_159.fit","Green B","Blue",-0.0351362032624633
"3169",36,"crop_156.fit","crop_160.fit","Red","Green R",0.157548264907136
